"Year_of_Death","County_of_Residence","Age","Sex","Total_Deaths_sex","Description"
2020,"Santa Cruz","70 - 74 years","Female",82,"suburban"
2020,"Santa Cruz","65 - 69 years","Male",124,"suburban"
2019,"Santa Cruz","20 - 24 years","Female",0,"suburban"
2020,"Santa Cruz","65 - 69 years","Female",68,"suburban"
2020,"Santa Cruz","60 - 64 years","Male",85,"suburban"
2020,"Santa Cruz","60 - 64 years","Female",50,"suburban"
2020,"Santa Cruz","55 - 59 years","Male",61,"suburban"
2020,"Santa Cruz","55 - 59 years","Female",24,"suburban"
2020,"Santa Cruz","50 - 54 years","Male",27,"suburban"
2020,"Santa Cruz","50 - 54 years","Female",14,"suburban"
2020,"Santa Cruz","45 - 49 years","Male",31,"suburban"
2020,"Santa Cruz","45 - 49 years","Female",13,"suburban"
2020,"Santa Cruz","40 - 44 years","Male",27,"suburban"
2020,"Santa Cruz","40 - 44 years","Female",15,"suburban"
2020,"Santa Cruz","35 - 39 years","Male",19,"suburban"
2020,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2020,"Santa Cruz","30 - 34 years","Male",11,"suburban"
2020,"Santa Cruz","30 - 34 years","Female",13,"suburban"
2020,"Santa Cruz","25 - 29 years","Male",13,"suburban"
2019,"Santa Cruz","40 - 44 years","Female",14,"suburban"
2020,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2020,"Santa Cruz","20 - 24 years","Male",11,"suburban"
2020,"Santa Cruz","20 - 24 years","Female",6,"suburban"
2020,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2020,"Santa Cruz","15 - 19 years","Female",0,"suburban"
2020,"Santa Cruz","10 - 14 years","Male",6,"suburban"
2020,"Santa Cruz","10 - 14 years","Female",6,"suburban"
2020,"Santa Cruz","5 - 9 years","Male",6,"suburban"
2020,"Santa Cruz","5 - 9 years","Female",0,"suburban"
2020,"Santa Cruz","1 - 4 years","Male",0,"suburban"
2019,"Santa Cruz","50 - 54 years","Female",19,"suburban"
2020,"Santa Cruz","1 - 4 years","Female",0,"suburban"
2020,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2020,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2019,"Santa Cruz","60 - 64 years","Female",56,"suburban"
2019,"Santa Cruz","80 - 84 years","Female",88,"suburban"
2016,"Santa Cruz","5 - 9 years","Male",0,"suburban"
2016,"Santa Cruz","1 - 4 years","Male",0,"suburban"
2016,"Santa Cruz","10 - 14 years","Male",6,"suburban"
2016,"Santa Cruz","20 - 24 years","Male",11,"suburban"
2016,"Santa Cruz","40 - 44 years","Male",19,"suburban"
2016,"Santa Cruz","45 - 49 years","Male",16,"suburban"
2016,"Santa Cruz","50 - 54 years","Male",36,"suburban"
2016,"Santa Cruz","30 - 34 years","Male",11,"suburban"
2016,"Santa Cruz","60 - 64 years","Male",94,"suburban"
2016,"Santa Cruz","100 years and over","Female",27,"suburban"
2016,"Santa Cruz","95 - 99 years","Male",40,"suburban"
2016,"Santa Cruz","95 - 99 years","Female",80,"suburban"
2016,"Santa Cruz","90 - 94 years","Female",161,"suburban"
2016,"Santa Cruz","85 - 89 years","Male",102,"suburban"
2016,"Santa Cruz","85 - 89 years","Female",135,"suburban"
2016,"Santa Cruz","80 - 84 years","Female",93,"suburban"
2016,"Santa Cruz","75 - 79 years","Male",79,"suburban"
2016,"Santa Cruz","75 - 79 years","Female",52,"suburban"
2016,"Santa Cruz","70 - 74 years","Female",61,"suburban"
2016,"Santa Cruz","65 - 69 years","Male",98,"suburban"
2016,"Santa Cruz","65 - 69 years","Female",69,"suburban"
2016,"Santa Cruz","60 - 64 years","Female",42,"suburban"
2016,"Santa Cruz","55 - 59 years","Male",60,"suburban"
2016,"Santa Cruz","55 - 59 years","Female",32,"suburban"
2016,"Santa Cruz","50 - 54 years","Female",26,"suburban"
2016,"Santa Cruz","45 - 49 years","Female",18,"suburban"
2016,"Santa Cruz","40 - 44 years","Female",6,"suburban"
2016,"Santa Cruz","35 - 39 years","Male",19,"suburban"
2016,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2016,"Santa Cruz","30 - 34 years","Female",6,"suburban"
2016,"Santa Cruz","25 - 29 years","Male",13,"suburban"
2016,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2016,"Santa Cruz","20 - 24 years","Female",6,"suburban"
2016,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2016,"Santa Cruz","15 - 19 years","Female",0,"suburban"
2016,"Santa Cruz","10 - 14 years","Female",6,"suburban"
2016,"Santa Cruz","5 - 9 years","Female",6,"suburban"
2016,"Santa Cruz","1 - 4 years","Female",0,"suburban"
2016,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2016,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2018,"Santa Cruz","100 years and over","Male",6,"suburban"
2018,"Santa Cruz","100 years and over","Female",12,"suburban"
2018,"Santa Cruz","95 - 99 years","Male",49,"suburban"
2018,"Santa Cruz","95 - 99 years","Female",77,"suburban"
2018,"Santa Cruz","90 - 94 years","Male",107,"suburban"
2018,"Santa Cruz","90 - 94 years","Female",144,"suburban"
2018,"Santa Cruz","85 - 89 years","Male",118,"suburban"
2018,"Santa Cruz","85 - 89 years","Female",130,"suburban"
2018,"Santa Cruz","80 - 84 years","Male",104,"suburban"
2018,"Santa Cruz","80 - 84 years","Female",92,"suburban"
2018,"Santa Cruz","75 - 79 years","Male",78,"suburban"
2018,"Santa Cruz","75 - 79 years","Female",72,"suburban"
2018,"Santa Cruz","70 - 74 years","Male",104,"suburban"
2018,"Santa Cruz","70 - 74 years","Female",64,"suburban"
2018,"Santa Cruz","65 - 69 years","Male",79,"suburban"
2018,"Santa Cruz","65 - 69 years","Female",66,"suburban"
2018,"Santa Cruz","60 - 64 years","Male",88,"suburban"
2018,"Santa Cruz","60 - 64 years","Female",43,"suburban"
2018,"Santa Cruz","55 - 59 years","Male",54,"suburban"
2018,"Santa Cruz","55 - 59 years","Female",37,"suburban"
2018,"Santa Cruz","50 - 54 years","Male",40,"suburban"
2018,"Santa Cruz","50 - 54 years","Female",24,"suburban"
2018,"Santa Cruz","45 - 49 years","Male",31,"suburban"
2018,"Santa Cruz","45 - 49 years","Female",6,"suburban"
2018,"Santa Cruz","40 - 44 years","Male",23,"suburban"
2018,"Santa Cruz","40 - 44 years","Female",6,"suburban"
2018,"Santa Cruz","35 - 39 years","Male",15,"suburban"
2018,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2018,"Santa Cruz","30 - 34 years","Male",12,"suburban"
2018,"Santa Cruz","30 - 34 years","Female",6,"suburban"
2018,"Santa Cruz","25 - 29 years","Male",16,"suburban"
2018,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2018,"Santa Cruz","20 - 24 years","Male",6,"suburban"
2018,"Santa Cruz","20 - 24 years","Female",6,"suburban"
2018,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2018,"Santa Cruz","15 - 19 years","Female",6,"suburban"
2018,"Santa Cruz","10 - 14 years","Male",6,"suburban"
2018,"Santa Cruz","10 - 14 years","Female",0,"suburban"
2018,"Santa Cruz","5 - 9 years","Male",6,"suburban"
2018,"Santa Cruz","5 - 9 years","Female",6,"suburban"
2018,"Santa Cruz","1 - 4 years","Male",6,"suburban"
2018,"Santa Cruz","1 - 4 years","Female",0,"suburban"
2018,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2018,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2016,"Santa Cruz","100 years and over","Male",6,"suburban"
2016,"Santa Cruz","90 - 94 years","Male",107,"suburban"
2016,"Santa Cruz","80 - 84 years","Male",101,"suburban"
2016,"Santa Cruz","70 - 74 years","Male",91,"suburban"
2017,"Santa Cruz","100 years and over","Male",6,"suburban"
2017,"Santa Cruz","100 years and over","Female",33,"suburban"
2017,"Santa Cruz","95 - 99 years","Male",38,"suburban"
2017,"Santa Cruz","95 - 99 years","Female",110,"suburban"
2017,"Santa Cruz","90 - 94 years","Male",81,"suburban"
2017,"Santa Cruz","90 - 94 years","Female",146,"suburban"
2017,"Santa Cruz","85 - 89 years","Male",95,"suburban"
2017,"Santa Cruz","85 - 89 years","Female",142,"suburban"
2017,"Santa Cruz","80 - 84 years","Male",105,"suburban"
2017,"Santa Cruz","80 - 84 years","Female",85,"suburban"
2017,"Santa Cruz","75 - 79 years","Male",84,"suburban"
2017,"Santa Cruz","75 - 79 years","Female",73,"suburban"
2017,"Santa Cruz","70 - 74 years","Male",100,"suburban"
2017,"Santa Cruz","70 - 74 years","Female",64,"suburban"
2017,"Santa Cruz","65 - 69 years","Male",103,"suburban"
2017,"Santa Cruz","65 - 69 years","Female",67,"suburban"
2017,"Santa Cruz","60 - 64 years","Male",86,"suburban"
2017,"Santa Cruz","60 - 64 years","Female",67,"suburban"
2017,"Santa Cruz","55 - 59 years","Male",48,"suburban"
2017,"Santa Cruz","55 - 59 years","Female",30,"suburban"
2017,"Santa Cruz","50 - 54 years","Male",36,"suburban"
2017,"Santa Cruz","50 - 54 years","Female",16,"suburban"
2017,"Santa Cruz","45 - 49 years","Male",24,"suburban"
2017,"Santa Cruz","45 - 49 years","Female",17,"suburban"
2017,"Santa Cruz","40 - 44 years","Male",12,"suburban"
2017,"Santa Cruz","40 - 44 years","Female",6,"suburban"
2017,"Santa Cruz","35 - 39 years","Male",14,"suburban"
2017,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2017,"Santa Cruz","30 - 34 years","Male",16,"suburban"
2017,"Santa Cruz","30 - 34 years","Female",6,"suburban"
2017,"Santa Cruz","25 - 29 years","Male",6,"suburban"
2017,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2017,"Santa Cruz","20 - 24 years","Male",6,"suburban"
2017,"Santa Cruz","20 - 24 years","Female",6,"suburban"
2017,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2017,"Santa Cruz","15 - 19 years","Female",6,"suburban"
2017,"Santa Cruz","10 - 14 years","Male",0,"suburban"
2017,"Santa Cruz","10 - 14 years","Female",6,"suburban"
2017,"Santa Cruz","5 - 9 years","Male",0,"suburban"
2017,"Santa Cruz","5 - 9 years","Female",6,"suburban"
2017,"Santa Cruz","1 - 4 years","Male",6,"suburban"
2017,"Santa Cruz","1 - 4 years","Female",6,"suburban"
2017,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2017,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2014,"Santa Cruz","100 years and over","Male",6,"suburban"
2014,"Santa Cruz","100 years and over","Female",18,"suburban"
2014,"Santa Cruz","95 - 99 years","Male",26,"suburban"
2014,"Santa Cruz","90 - 94 years","Male",93,"suburban"
2014,"Santa Cruz","90 - 94 years","Female",156,"suburban"
2014,"Santa Cruz","85 - 89 years","Male",108,"suburban"
2014,"Santa Cruz","80 - 84 years","Male",96,"suburban"
2014,"Santa Cruz","80 - 84 years","Female",108,"suburban"
2014,"Santa Cruz","75 - 79 years","Male",72,"suburban"
2014,"Santa Cruz","75 - 79 years","Female",63,"suburban"
2014,"Santa Cruz","70 - 74 years","Male",79,"suburban"
2014,"Santa Cruz","70 - 74 years","Female",51,"suburban"
2014,"Santa Cruz","65 - 69 years","Male",105,"suburban"
2014,"Santa Cruz","60 - 64 years","Male",83,"suburban"
2014,"Santa Cruz","60 - 64 years","Female",50,"suburban"
2014,"Santa Cruz","55 - 59 years","Male",47,"suburban"
2014,"Santa Cruz","50 - 54 years","Male",44,"suburban"
2014,"Santa Cruz","50 - 54 years","Female",24,"suburban"
2014,"Santa Cruz","45 - 49 years","Male",31,"suburban"
2014,"Santa Cruz","40 - 44 years","Male",21,"suburban"
2014,"Santa Cruz","40 - 44 years","Female",6,"suburban"
2014,"Santa Cruz","35 - 39 years","Male",14,"suburban"
2014,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2014,"Santa Cruz","30 - 34 years","Male",12,"suburban"
2014,"Santa Cruz","30 - 34 years","Female",6,"suburban"
2014,"Santa Cruz","25 - 29 years","Male",6,"suburban"
2014,"Santa Cruz","20 - 24 years","Male",12,"suburban"
2014,"Santa Cruz","20 - 24 years","Female",6,"suburban"
2014,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2014,"Santa Cruz","10 - 14 years","Male",6,"suburban"
2014,"Santa Cruz","10 - 14 years","Female",6,"suburban"
2014,"Santa Cruz","5 - 9 years","Male",0,"suburban"
2014,"Santa Cruz","5 - 9 years","Female",6,"suburban"
2014,"Santa Cruz","1 - 4 years","Male",0,"suburban"
2014,"Santa Cruz","1 - 4 years","Female",6,"suburban"
2014,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2014,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2015,"Santa Cruz","100 years and over","Male",6,"suburban"
2015,"Santa Cruz","100 years and over","Female",23,"suburban"
2015,"Santa Cruz","95 - 99 years","Male",32,"suburban"
2015,"Santa Cruz","95 - 99 years","Female",92,"suburban"
2015,"Santa Cruz","90 - 94 years","Male",87,"suburban"
2015,"Santa Cruz","90 - 94 years","Female",168,"suburban"
2015,"Santa Cruz","85 - 89 years","Male",120,"suburban"
2015,"Santa Cruz","85 - 89 years","Female",131,"suburban"
2015,"Santa Cruz","80 - 84 years","Male",93,"suburban"
2015,"Santa Cruz","80 - 84 years","Female",98,"suburban"
2015,"Santa Cruz","75 - 79 years","Male",87,"suburban"
2015,"Santa Cruz","75 - 79 years","Female",58,"suburban"
2015,"Santa Cruz","70 - 74 years","Male",89,"suburban"
2015,"Santa Cruz","70 - 74 years","Female",77,"suburban"
2015,"Santa Cruz","65 - 69 years","Male",95,"suburban"
2015,"Santa Cruz","65 - 69 years","Female",56,"suburban"
2015,"Santa Cruz","60 - 64 years","Male",96,"suburban"
2015,"Santa Cruz","60 - 64 years","Female",60,"suburban"
2015,"Santa Cruz","55 - 59 years","Male",42,"suburban"
2015,"Santa Cruz","55 - 59 years","Female",38,"suburban"
2015,"Santa Cruz","50 - 54 years","Male",38,"suburban"
2015,"Santa Cruz","50 - 54 years","Female",27,"suburban"
2015,"Santa Cruz","45 - 49 years","Male",21,"suburban"
2015,"Santa Cruz","45 - 49 years","Female",13,"suburban"
2015,"Santa Cruz","40 - 44 years","Male",14,"suburban"
2015,"Santa Cruz","40 - 44 years","Female",6,"suburban"
2015,"Santa Cruz","35 - 39 years","Male",12,"suburban"
2015,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2015,"Santa Cruz","30 - 34 years","Male",16,"suburban"
2015,"Santa Cruz","30 - 34 years","Female",6,"suburban"
2015,"Santa Cruz","25 - 29 years","Male",13,"suburban"
2015,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2015,"Santa Cruz","20 - 24 years","Male",6,"suburban"
2015,"Santa Cruz","20 - 24 years","Female",6,"suburban"
2015,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2015,"Santa Cruz","15 - 19 years","Female",6,"suburban"
2015,"Santa Cruz","10 - 14 years","Male",0,"suburban"
2015,"Santa Cruz","10 - 14 years","Female",6,"suburban"
2015,"Santa Cruz","5 - 9 years","Male",0,"suburban"
2015,"Santa Cruz","5 - 9 years","Female",6,"suburban"
2015,"Santa Cruz","1 - 4 years","Male",6,"suburban"
2015,"Santa Cruz","1 - 4 years","Female",0,"suburban"
2015,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2015,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2014,"Santa Cruz","45 - 49 years","Female",12,"suburban"
2014,"Santa Cruz","55 - 59 years","Female",38,"suburban"
2014,"Santa Cruz","65 - 69 years","Female",52,"suburban"
2014,"Santa Cruz","85 - 89 years","Female",138,"suburban"
2014,"Santa Cruz","95 - 99 years","Female",81,"suburban"
2014,"Santa Cruz","15 - 19 years","Female",6,"suburban"
2014,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2014,"Shasta","100 years and over","Male",6,"suburban"
2014,"Shasta","100 years and over","Female",12,"suburban"
2014,"Shasta","95 - 99 years","Male",24,"suburban"
2014,"Shasta","90 - 94 years","Male",85,"suburban"
2014,"Shasta","90 - 94 years","Female",139,"suburban"
2014,"Shasta","85 - 89 years","Male",117,"suburban"
2014,"Shasta","80 - 84 years","Male",146,"suburban"
2014,"Shasta","80 - 84 years","Female",136,"suburban"
2014,"Shasta","75 - 79 years","Male",103,"suburban"
2014,"Shasta","70 - 74 years","Male",108,"suburban"
2014,"Shasta","70 - 74 years","Female",87,"suburban"
2014,"Shasta","65 - 69 years","Male",128,"suburban"
2014,"Shasta","60 - 64 years","Male",117,"suburban"
2014,"Shasta","60 - 64 years","Female",73,"suburban"
2014,"Shasta","55 - 59 years","Male",77,"suburban"
2014,"Shasta","50 - 54 years","Male",45,"suburban"
2014,"Shasta","50 - 54 years","Female",35,"suburban"
2014,"Shasta","45 - 49 years","Male",37,"suburban"
2014,"Shasta","45 - 49 years","Female",16,"suburban"
2014,"Shasta","40 - 44 years","Male",16,"suburban"
2014,"Shasta","40 - 44 years","Female",6,"suburban"
2014,"Shasta","35 - 39 years","Male",14,"suburban"
2014,"Shasta","30 - 34 years","Male",11,"suburban"
2014,"Shasta","30 - 34 years","Female",6,"suburban"
2014,"Shasta","25 - 29 years","Male",6,"suburban"
2014,"Shasta","20 - 24 years","Male",6,"suburban"
2014,"Shasta","20 - 24 years","Female",6,"suburban"
2014,"Shasta","15 - 19 years","Male",6,"suburban"
2014,"Shasta","10 - 14 years","Male",6,"suburban"
2014,"Shasta","10 - 14 years","Female",6,"suburban"
2014,"Shasta","5 - 9 years","Male",0,"suburban"
2014,"Shasta","5 - 9 years","Female",0,"suburban"
2014,"Shasta","1 - 4 years","Male",0,"suburban"
2014,"Shasta","1 - 4 years","Female",0,"suburban"
2014,"Shasta","Less than 1 year","Male",6,"suburban"
2014,"Shasta","Less than 1 year","Female",6,"suburban"
2014,"Shasta","15 - 19 years","Female",6,"suburban"
2014,"Shasta","25 - 29 years","Female",6,"suburban"
2014,"Shasta","35 - 39 years","Female",6,"suburban"
2014,"Shasta","55 - 59 years","Female",63,"suburban"
2014,"Shasta","75 - 79 years","Female",112,"suburban"
2014,"Shasta","85 - 89 years","Female",165,"suburban"
2014,"Shasta","95 - 99 years","Female",65,"suburban"
2014,"Shasta","65 - 69 years","Female",78,"suburban"
2015,"Shasta","100 years and over","Male",6,"suburban"
2015,"Shasta","100 years and over","Female",22,"suburban"
2015,"Shasta","95 - 99 years","Male",6,"suburban"
2015,"Shasta","95 - 99 years","Female",68,"suburban"
2015,"Shasta","90 - 94 years","Male",99,"suburban"
2015,"Shasta","90 - 94 years","Female",149,"suburban"
2015,"Shasta","85 - 89 years","Male",146,"suburban"
2015,"Shasta","85 - 89 years","Female",154,"suburban"
2015,"Shasta","80 - 84 years","Male",158,"suburban"
2015,"Shasta","80 - 84 years","Female",135,"suburban"
2015,"Shasta","75 - 79 years","Male",132,"suburban"
2015,"Shasta","75 - 79 years","Female",91,"suburban"
2015,"Shasta","70 - 74 years","Male",138,"suburban"
2015,"Shasta","70 - 74 years","Female",109,"suburban"
2015,"Shasta","65 - 69 years","Male",113,"suburban"
2015,"Shasta","65 - 69 years","Female",95,"suburban"
2015,"Shasta","60 - 64 years","Male",92,"suburban"
2015,"Shasta","60 - 64 years","Female",60,"suburban"
2015,"Shasta","55 - 59 years","Male",86,"suburban"
2015,"Shasta","55 - 59 years","Female",50,"suburban"
2015,"Shasta","50 - 54 years","Male",60,"suburban"
2015,"Shasta","50 - 54 years","Female",47,"suburban"
2015,"Shasta","45 - 49 years","Male",28,"suburban"
2015,"Shasta","45 - 49 years","Female",13,"suburban"
2015,"Shasta","40 - 44 years","Male",22,"suburban"
2015,"Shasta","40 - 44 years","Female",6,"suburban"
2015,"Shasta","35 - 39 years","Male",16,"suburban"
2015,"Shasta","35 - 39 years","Female",6,"suburban"
2015,"Shasta","30 - 34 years","Male",15,"suburban"
